ordem;processo;area;pontuacao_nao_calibrada;resultado_historico;rodada
273;848.071/2013;1420;0.6206746074102797;0;8
274;300.099/2020;4284;0.6202462284650039;1;8
275;300.339/2019;4303;0.6199798550781666;0;8
276;860.225/2018;4104;0.619806035147403;1;8
277;300.462/2022;222;0.6197936122083414;0;8
278;810.349/2014;2390;0.6195442278650327;1;8
279;810.254/2017;796;0.6195118696021874;1;8
280;300.743/2020;3879;0.6193892604231023;1;8
281;848.215/2013;1453;0.6180804659666292;0;8
282;810.878/2010;853;0.618061869646597;1;8
283;800.668/2011;2470;0.617949370845175;0;8
284;890.289/2015;2187;0.617560799603124;1;8
285;810.119/2015;787;0.6172148495011561;0;8
286;300.486/2020;228;0.6171012083685014;1;8
287;300.618/2020;2452;0.6171012083685014;0;8
288;810.675/2014;838;0.6170993550742542;0;8
289;301.229/2013;426;0.616825456502142;1;8
290;810.144/2010;4330;0.6165875182059091;0;8
291;810.337/2019;804;0.6161840051569275;0;8
292;810.283/2015;798;0.6161357776094941;1;8
293;840.441/2011;1390;0.6160138609966038;0;8
294;811.439/2015;885;0.6156647453253061;1;8
295;890.432/2016;4175;0.6144909956963485;0;8
296;815.763/2017;948;0.6137758163032462;0;8
297;810.196/2013;792;0.6136900009853344;1;8
298;806.189/2013;750;0.6131557948745265;0;8
299;300.898/2014;3896;0.6128794173045151;1;8
300;811.153/2017;3825;0.6126226995174905;0;8
301;880.175/2006;4994;0.6122372600475656;1;8
302;820.672/2005;4923;0.6122112568227996;1;8
303;826.820/2016;4387;0.6118499478871754;0;8
304;860.592/2013;4341;0.6117412757020053;0;8
305;803.207/2015;658;0.6111983771397217;1;8
306;806.249/2011;766;0.6110680708839406;0;8
307;803.143/2009;645;0.6103328718343778;0;8
308;301.054/2013;402;0.6101959710625581;0;8
309;803.186/2014;653;0.6100476997484857;0;8
310;300.207/2020;149;0.6088781299266959;0;8
311;878.066/2017;4534;0.608126488153016;1;8
312;860.285/2015;4107;0.607783168898932;0;8
313;810.293/2017;802;0.6076736038514349;0;8
314;811.495/2012;886;0.6075804514610427;0;8
315;803.618/2008;706;0.6073144757697522;0;8
316;811.049/2015;864;0.6070903128559144;0;8
317;806.460/2011;774;0.606496363167139;1;8
318;300.349/2021;3854;0.605492581514423;0;8
319;810.054/2020;4511;0.6051797632853694;0;8
320;860.910/2008;1693;0.6042464966970562;1;8
321;811.659/2015;4012;0.6042230400364416;0;8
322;803.022/2020;617;0.6033220249053198;0;8
323;806.105/2017;4274;0.6027345148563459;0;8
324;860.982/2015;3734;0.6026483848015768;0;8
325;871.307/2015;2039;0.6024990631702812;0;8
326;803.073/2017;632;0.601733783032632;0;8
327;826.203/2011;1082;0.6011522169526635;0;8
328;848.046/2018;1416;0.6009525554571356;0;8
329;811.441/2011;4428;0.6007405792994096;1;8
330;300.599/2018;266;0.5998063056226636;0;8
331;810.726/2019;4486;0.5994950003759468;1;8
332;810.299/2016;4547;0.5992317635493906;1;8
333;800.625/2017;576;0.5992234702264294;1;8
334;870.644/2017;2006;0.5987881130913999;0;8
335;821.521/2013;1072;0.5986422911897891;1;8
336;803.215/2010;664;0.598619946003904;1;8
337;803.217/2010;665;0.598619946003904;0;8
338;803.218/2010;666;0.598619946003904;0;8
339;803.220/2010;668;0.598619946003904;0;8
340;860.375/2018;4111;0.5985777059220655;1;8
341;300.948/2020;3901;0.5980632472826928;1;8
342;300.438/2022;3860;0.5979082058937342;1;8
343;811.184/2017;873;0.5973934593322114;1;8
344;300.435/2018;214;0.5973014719302999;0;8
345;861.015/2021;4385;0.5972758731269967;0;8
346;811.250/1996;3802;0.5970330443934461;1;8
347;860.801/2017;1671;0.5966573208830556;0;8
348;826.485/2014;1105;0.596150661675763;0;8
349;300.409/2021;3857;0.5960124964232006;0;8
350;300.192/2023;4499;0.5951869138623888;1;8
351;804.225/2008;716;0.5950861647218164;1;8
352;300.225/2018;155;0.5947746806549055;0;8
353;803.487/2009;697;0.5944498773239073;1;8
354;810.758/2017;843;0.5940571377016033;0;8
355;803.219/2010;667;0.5939728806618332;0;8
356;833.127/2015;1315;0.5936876199132705;0;8
357;811.592/2015;889;0.5936378643857776;0;8
358;884.071/2014;2156;0.5934518433123553;0;8
359;300.851/2020;3891;0.5934422141368447;1;8
360;300.113/2019;2465;0.593299553864236;0;8
361;811.324/2012;879;0.5932049724093496;1;8
362;803.346/2010;681;0.5929874534339014;0;8
363;803.347/2010;682;0.5929874534339014;0;8
364;803.349/2010;684;0.5929874534339014;0;8
365;803.350/2010;685;0.5929874534339014;0;8
366;803.351/2010;686;0.5929874534339014;0;8
367;803.352/2010;687;0.5929874534339014;0;8
368;884.024/2016;3759;0.5929700783180716;0;8
369;803.449/2012;695;0.5927235621128952;1;8
